ico_id,date_id,project_id,platform_id,category_id,token_role_id,raised_usd,ico_price,fundraise_goal,total_token,sold
ICO1241,DA188,PRO228,PLAT2,CAT9,TR0,9000000,,,1000000000,
ICO1242,DA200,PRO243,PLAT2,CAT9,TR0,3120000,0.02,,1000000000,19
ICO1243,DA255,PRO305,PLAT2,CAT9,TR0,3000000,0.06,3000000,1000000000,
ICO1244,DA287,PRO341,PLAT2,CAT9,TR0,500000,,,,
ICO1245,DA296,PRO351,PLAT2,CAT9,TR0,130000,0.5,125000,25000000,
ICO1246,DA439,PRO523,PLAT2,CAT9,TR0,2000000,,,,
ICO1247,DA440,PRO524,PLAT2,CAT9,TR0,6500000,1,1000000,100000000,
ICO1248,DA520,PRO612,PLAT2,CAT9,TR0,7250000,0.16,7200000,1000000000,15.5
ICO1249,DA546,PRO640,PLAT2,CAT9,TR0,9400000,0.1,3100000,1000000000,
ICO1250,DA612,PRO708,PLAT2,CAT9,TR0,3650000,0.17,150000,800000000,
ICO1251,DA626,PRO723,PLAT2,CAT9,TR0,3300000,0.4,1000000,100000000,10.2
ICO1252,DA639,PRO736,PLAT2,CAT9,TR0,4000000,0.07,720000,500000000,22
ICO1253,DA756,PRO855,PLAT2,CAT9,TR0,10400000,0.16,400000,1000000000,30
ICO1254,DA800,PRO899,PLAT2,CAT9,TR0,7900000,,,1800000000,50
ICO1255,DA804,PRO903,PLAT2,CAT9,TR0,14400000,0.08,,500000000,40
ICO1256,DA816,PRO917,PLAT2,CAT9,TR0,5100000,0.15,,,70
ICO1257,DA923,PRO1030,PLAT2,CAT9,TR0,15000000,,,5000000000,35
ICO1258,DA934,PRO1041,PLAT2,CAT9,TR0,20500000,0.2,3000000,350000000,37
ICO1259,DA972,PRO1081,PLAT2,CAT9,TR0,1600000,0.02,,2000000000,4
ICO1260,DA1178,PRO1304,PLAT2,CAT9,TR0,1000000,0.09,1000000,500000000,54
ICO1261,DA256,PRO306,PLAT3,CAT9,TR0,3250000,0.25,250000,100000000,
ICO1262,DA569,PRO663,PLAT4,CAT9,TR0,4860000,0.05,211250,845000000,19.5
ICO1263,DA1127,PRO1249,PLAT4,CAT9,TR0,800000,0.35,640000,100000000,
ICO1264,DA741,PRO840,PLAT1,CAT13,TR0,2500000,0.05,2500000,1000000000,18
ICO1265,DA922,PRO1029,PLAT18,CAT13,TR0,22050000,0.05,,1500000000,60
ICO1266,DA755,PRO854,PLAT1,CAT6,TR0,2240000,0,1468750,6000000000,81.3
ICO1267,DA1051,PRO1170,PLAT1,CAT6,TR0,2000000,0.02,2000000,1000000000,10
ICO1268,DA20,PRO21,PLAT2,CAT6,TR0,,,,40000000,
ICO1269,DA76,PRO94,PLAT2,CAT6,TR0,2400000,,,250000000,15
ICO1270,DA126,PRO159,PLAT2,CAT6,TR0,4410000,0.98,4410000,300000000,25
ICO1271,DA298,PRO353,PLAT2,CAT6,TR0,3750000,0.08,750000,500000000,10
ICO1272,DA498,PRO588,PLAT2,CAT6,TR0,1000000,0.01,999480,1000000000,
ICO1273,DA558,PRO652,PLAT2,CAT6,TR0,23000000,,,1000000000,
ICO1274,DA712,PRO811,PLAT2,CAT6,TR0,6600000,0.12,800000,350000000,13.1
ICO1275,DA784,PRO883,PLAT2,CAT6,TR0,300000000,100,,500000000,60
ICO1276,DA886,PRO993,PLAT2,CAT6,TR0,5130000,,,1000000000,43.43
ICO1277,DA893,PRO1000,PLAT2,CAT6,TR0,18000000,,,400000000,65
ICO1278,DA926,PRO1033,PLAT2,CAT6,TR0,13670000,,,10000000000,9
ICO1279,DA930,PRO1037,PLAT2,CAT6,TR0,11250000,,,10000000000,30
ICO1280,DA971,PRO1080,PLAT2,CAT6,TR0,83000000,0.5,80000000,1000000000,30
ICO1281,DA988,PRO1102,PLAT2,CAT6,TR0,1000000000,1,,1000000000,100
ICO1282,DA999,PRO1113,PLAT2,CAT6,TR0,6500000,0.01,,,11.8
ICO1283,DA1030,PRO1148,PLAT2,CAT6,TR0,660000,0.01,,2000000000,10
ICO1284,DA1036,PRO1154,PLAT2,CAT6,TR0,5470000,0.31,1400000,186000000,16.1
ICO1285,DA1048,PRO1167,PLAT2,CAT6,TR0,12400000,0.01,4000000,10000000000,
ICO1286,DA1049,PRO1168,PLAT2,CAT6,TR0,5500000,0.15,,530000000,20
ICO1287,DA1056,PRO1175,PLAT2,CAT6,TR0,240000,0.08,240000,100000000,3
ICO1288,DA1080,PRO1200,PLAT2,CAT6,TR0,9250000,0.5,,50000000,
ICO1289,DA1086,PRO1206,PLAT2,CAT6,TR0,660000,0.11,660000,10000000000,
ICO1290,DA1088,PRO1208,PLAT2,CAT6,TR0,1000000,0.02,1000000,2500000000,
ICO1291,DA1116,PRO1237,PLAT2,CAT6,TR0,4700000,0.2,,,
ICO1292,DA1119,PRO1241,PLAT2,CAT6,TR0,210000,0.01,205000,,
ICO1293,DA1133,PRO1255,PLAT2,CAT6,TR0,43600000,0.4,3600000,100000000,9
ICO1294,DA1175,PRO1301,PLAT2,CAT6,TR0,200000,90,198000,,
ICO1295,DA1191,PRO1318,PLAT2,CAT6,TR0,26000000,0.3,2100000,1000000000,
ICO1296,DA1195,PRO1322,PLAT2,CAT6,TR0,,,,1000000000,
ICO1297,DA209,PRO253,PLAT2,CAT6,TR1,12000000,0.5,9000000,1000000000,
ICO1298,DA343,PRO406,PLAT2,CAT6,TR1,5400000,0.4,400000,100000000,
ICO1299,DA588,PRO683,PLAT4,CAT6,TR0,,,,100000000,
ICO1300,DA759,PRO858,PLAT4,CAT6,TR0,3750000,0.01,750000,10000000000,10.5
ICO1301,DA765,PRO864,PLAT4,CAT6,TR0,8700000,,,100000000,
ICO1302,DA932,PRO1039,PLAT4,CAT6,TR0,27000000,,,2400000000,17
ICO1303,DA960,PRO1067,PLAT4,CAT6,TR0,9000000,,9000000,15000000000,6
ICO1304,DA660,PRO758,PLAT13,CAT6,TR0,5300000,0.04,2800000,1000000000,17
ICO1305,DA808,PRO909,PLAT16,CAT6,TR0,8700000,0.02,,1000000000,68
ICO1306,DA912,PRO1019,PLAT16,CAT6,TR2,21820000,1,25000000,50000000,50
ICO1307,DA939,PRO1046,PLAT21,CAT6,TR0,3130000,,4000000,,
ICO1308,DA769,PRO868,PLAT1,CAT12,TR0,4160000,0.06,660000,500000000,26.6
ICO1309,DA1224,PRO1354,PLAT1,CAT12,TR0,4160000,0.06,859000,500000000,26.6
ICO1310,DA805,PRO905,PLAT2,CAT12,TR0,11740000,0.11,,500000000,45
ICO1311,DA843,PRO945,PLAT2,CAT12,TR0,16470000,,,1500000000,26
ICO1312,DA911,PRO1018,PLAT2,CAT12,TR0,19150000,0.01,,12491500000,50
ICO1313,DA1006,PRO1122,PLAT2,CAT12,TR0,9710000,0,,31415926535,31.5
ICO1314,DA1083,PRO1203,PLAT15,CAT12,TR0,60000,0.05,500000,100000000,10
ICO1315,DA820,PRO921,PLAT16,CAT12,TR0,1090000,,,100000000,50
ICO1316,DA1177,PRO1303,PLAT1,CAT11,TR0,,,,,
ICO1317,DA865,PRO970,PLAT2,CAT11,TR0,30000000,1,,129498559,30
ICO1318,DA936,PRO1043,PLAT2,CAT11,TR0,9260000,,,10000000000,30
ICO1319,DA1035,PRO1153,PLAT2,CAT11,TR0,13000000,0.02,1000000,2000000000,35
ICO1320,DA1040,PRO1158,PLAT2,CAT11,TR0,1500000,0,1500000,10000000000,7.5
ICO1321,DA1040,PRO1159,PLAT2,CAT17,TR0,5000000,0.01,2000000,10000000000,10
ICO1322,DA303,PRO359,PLAT2,CAT10,TR0,37700000,0.02,504000,,
ICO1323,DA872,PRO977,PLAT2,CAT10,TR0,8700000,0.73,,66000000,20.6
ICO1324,DA877,PRO983,PLAT2,CAT10,TR0,10430000,,,400000000,55.4
ICO1325,DA887,PRO994,PLAT2,CAT10,TR0,3540000,,,225000000,48
ICO1326,DA896,PRO1003,PLAT2,CAT10,TR0,16000000,0.05,,1000000000,40
ICO1327,DA906,PRO1013,PLAT2,CAT10,TR0,20510000,0,,1E+11,22
ICO1328,DA917,PRO1024,PLAT2,CAT10,TR0,15080000,0.01,5000000,10000000000,30
ICO1329,DA951,PRO1058,PLAT2,CAT10,TR0,5100000,0.05,,1000000000,40
ICO1330,DA958,PRO1065,PLAT2,CAT10,TR0,2780000,,6000000,1E+11,20
ICO1331,DA1012,PRO1128,PLAT2,CAT10,TR0,18430000,,,750000000,60
ICO1332,DA941,PRO1048,PLAT22,CAT10,TR0,7200000,0,,9.9E+11,17
ICO1333,DA785,PRO884,PLAT2,CAT14,TR0,29100000,0.08,,750000000,50
ICO1334,DA787,PRO886,PLAT2,CAT15,TR0,16860000,,,1000000000,65
ICO1335,DA839,PRO941,PLAT2,CAT15,TR0,35000000,,,3000000000,33
ICO1336,DA895,PRO1002,PLAT2,CAT15,TR0,12000000,0.5,,1000000000,24
ICO1337,DA907,PRO1014,PLAT2,CAT15,TR0,20250000,0.05,,1000000000,60
ICO1338,DA918,PRO1025,PLAT2,CAT15,TR0,15800000,0.11,,300000000,80
ICO1339,DA991,PRO1105,PLAT23,CAT15,TR0,6840000,0.01,,6000000000,15
ICO1340,DA792,PRO891,PLAT2,CAT17,TR0,25000000,0.4,,220000000,28.4
ICO1341,DA806,PRO906,PLAT2,CAT17,TR0,17490000,,,450000000,30
ICO1342,DA807,PRO907,PLAT2,CAT17,TR0,32700000,,,1500000000,30
ICO1343,DA809,PRO910,PLAT2,CAT17,TR0,8460000,,,50000000,80
ICO1344,DA815,PRO916,PLAT2,CAT17,TR0,18120000,0.07,,1500000000,50
ICO1345,DA823,PRO924,PLAT2,CAT17,TR0,26030000,,,200000000,53
ICO1346,DA866,PRO971,PLAT2,CAT17,TR0,6720000,,,2000000000,64
ICO1347,DA989,PRO1103,PLAT17,CAT17,TR0,2160000,,,10000000000,40
ICO1348,DA924,PRO1031,PLAT19,CAT17,TR0,30000000,0.01,,10000000000,40
ICO1349,DA797,PRO896,PLAT2,CAT18,TR0,27500000,,,400000000,70
ICO1350,DA810,PRO911,PLAT2,CAT16,TR0,10730000,0.07,,1000000000,50
ICO1351,DA812,PRO913,PLAT2,CAT16,TR0,25930000,,,,70
ICO1352,DA819,PRO920,PLAT2,CAT16,TR0,28610000,,,1000000000,40.8
ICO1353,DA885,PRO992,PLAT2,CAT16,TR0,12480000,,,1000000000,40
ICO1354,DA915,PRO1022,PLAT2,CAT16,TR0,10490000,,,2000000000,52.5
ICO1355,DA1003,PRO1118,PLAT2,CAT16,TR0,570000,0.08,,150000000,50
ICO1356,DA1146,PRO1269,PLAT2,CAT16,TR0,,,,100000000,
ICO1357,DA903,PRO1010,PLAT2,CAT16,TR2,13050000,0.2,,450000000,40.4
ICO1358,DA788,PRO887,PLAT16,CAT16,TR0,25000000,0.05,,1000000000,50
ICO1359,DA884,PRO991,PLAT2,CAT20,TR0,7000000,0.12,,1000000000,23
ICO1360,DA965,PRO1073,PLAT4,CAT21,TR0,15480000,0.01,1000000,,20
ICO1361,DA1052,PRO1171,PLAT26,CAT21,TR0,3710000,0.01,2000000,2000000000,
ICO1362,DA1170,PRO1296,PLAT3,CAT22,TR0,300000,0.15,300000,10000000000,5
