project_id,project,description,ticker
PRO184,DeversiFi,"DeversiFi helps you make the most of DeFi. Swap, send, trade and invest your tokens without paying gas fees and from the security of a Layer 2 exchange.",DVF
PRO185,DeFiCity,DeFiCity is a browser-based virtual world that gamifies and simplifies DeFi yield farming.,DFC
PRO186,Glimpse,Glimpse allows any person to upload short videos of their life and sell it on open Marchketplace in the form of an NFT.,GLMS
PRO187,Omni,"Omni is a app that's full of world-class features and tools. Inside the app, you can go live, share stories, create channels, chat with other users, transfer money, video or audio call, sell or buy products in stores, create videos and photos with special effects and much more.",OMNI
PRO188,YOLOrekt,"A social, hyper-gamified approach to short-term prediction Marchkets. Provide in-game liquidity or predict the future price of ETH and other crypto assets.",YOLO
PRO189,CryptoArt.Ai,"CryptoArt.Ai is the largest Decemberentralized NFT Marchketplace in Asia, including NFT creation, sell, auctions, collect, and transfer.",CART
PRO190,PolkaCipher,"PolkaCipher is a Cross-chain Oracle focused towards NFT privacy for businesses, community governance, multichain interoperability and on chain Defi Apps.",CPHR
PRO191,Bifrost,"Bifrost is the DeFi project for PoS tokens, that include staking and liquidity both. It allows to get vToken for operations and delivering liquidity, plus you got staking rewards all the time your DOT, KSM,EOS or other token blocked by the sMarcht-contract. You get reward from the Day 1 of nomination, without locking periods and can change your, for example, vKSM for KSM any time.",BNC
PRO192,MyCryptoCheckout,MyCryptoCheckout is a crypto payment gateway for WordPress & WooCommerce.,RWD
PRO193,Scaleswap,Scaleswap is a fully Decemberentralized IDO launchpad - harnessing the power of an advanced layer 2 blockchain scaling protocol.,SCA
PRO194,Coin98 Labs,Coin98 is an all-in-one DeFi Platform that aims to fulfill untapped demand in the industry and become a Gateway bridging TradFi users to any DeFi services on multiple blockchains.,C98
PRO195,Bitget,Bitget is a cryptocurrency exchange and digital asset trading platform that offers both spot and contracts trading.,BGB
PRO196,CoinBurp,Coinburp is the “Coinbase for NFTs.” It is an NFT-first crypto wallet connecting the worlds of CeFi to DeFi.,BURP
PRO197,Yield Guild Games,Yield Guild Games is a gaming guild that brings players together to earn via blockchain-based economies.,YGG
PRO198,Polkaplay,Polkaplay is unique platform where users create content and convert it seamlessly to NFTs while earning rewards.,POLO
PRO199,Iagon,Iagon is an open source platform for harnessing the storage capacities and processing power of multiple computers over a Decemberentralized Blockchain grid.,IAG
PRO200,Hi,hi is leveraging blockchain technology to build services that are community powered.,HI
PRO201,Gamestarter,Gamestarter is a new generation cross-chain NFT Marchketplace with unique features and AR layer.,GAME
PRO202,Spores Network,"Spores Network is building a multi-chain interoperable NFT Marchketplace and DeFi protocols for Creative Industries: Animation, Collectibles, Digital Artworks, Fashion, Gaming, Sport Cards.",SPO
PRO203,TOKEMAK,Tokemak is a Novemberel DeFi primitive designed to generate sustainable liquidity.,TOKE
PRO204,Fanadise,Fanadise is an exclusive content platform created for internet influencers to monetize their social presence and bring interactions with followers to a whole new level.,FAN
PRO205,Lithium,"Lithium Finance, a DeFi protocol building collective intelligence for pricing the unpriced",LITH
PRO206,Mango Marchkets,Mango Marchkets is a trader and maker friendly Decemberentralized trading platform.,MNGO
PRO207,EQIFI,EQIFI democratizes financial products.,EQX
PRO208,StartFi,StartFi is a Web3 based Multi Channel Network for NFT Creators.,STFI
PRO209,Port Finance,"Port Finance is a Decemberentralized Money Marchket protocol on Solana, aiming to provide a full suite of lending products including but not limited to: variable rate lending, fixed rate lending and interest rate swaps.",PORT
PRO210,Ethereum Eagle,The Ethereum Eagle project (EGL) is a community led effort to bridge the incentive misalignment and lack of transparency between the community and block producers (miners).,EGL
PRO211,BitDAO,"BitDAO aims to use its significant financial and talent resources to foster and invest in inNovemberation, collaboration, and growth across DeFi.",BIT
PRO212,Impossible Finance,"Impossible Finance is a multi-chain incubator, launchpad, and swap platform which offers a robust product-first ecosystem that supports top-tier blockchain projects to targeted user audiences.",IDIA
PRO213,Bright Union,"Bright Union is a Decemberentralized insurance aggregator, allowing to compare, buy, and sell crypto coverages.",BRIGHT
PRO214,DinoX,DinoX is a combat and strategy game in a sandbox environment. A beloved gameplay genre blended with a fan-favorite theme of dinosaurs.,DNXC
PRO215,Cirus,"Cirus is a simple, yet powerful platform that turns your data into cryptocurrency, using it to open the doors into DeFi and other Web 3.0 earning avenues.",CIRUS
PRO216,Daisy Protocol,"Daisy Protocol is a Decemberentralized AI System, with algorithmic Trading Platform and Launchpad, giving access to retail investor for fundraising.",
PRO217,Kryptomon,Kryptomon is a NFT where Pokémon meets Cryptokitties and Tamagotchi.,KMON
PRO218,Polytrade,Polytrade is a Decemberentralized trade finance platform that aims to transform receivables financing.,TRADE
PRO219,BaconDAO,BaconDAO is a community driven crypto and NFT incubator.,BACON
PRO220,Unreal Finance,"Unreal FInance is a Decemberentralized protocol that allows users to tokenize the yield generated by popular lending protocols such as Compound, Aave, Unilend etc.",UGT
PRO221,Cryptomeda,Cryptomeda creates a fantasy NFT ecosystem - a new kind of entertainment.,TECH
PRO222,Octoberopus Network,"Octoberopus is a siDecemberhain network to host Web3.0 application specific blockchains, aka appchains, around NEAR protocol.",October
PRO223,EPIK Prime,"EPIK is the global leader connecting brands with video games, apps, and VR/AR.",EPIK
PRO224,YAY.games,"YAY.games is a fully Decemberentralized gaming Marchketplace designed for gamers, traders and farmers.",YAY
PRO225,Pandora Protocol,"Pandora Protocol is a hybrid open finance solution for both traditional finance, and Decemberentralized finance.",PNDR
PRO226,Netvrk,"NetVRk is a Virtual Reality blockchain game, where everyone, regardless of technology-knowledge level, can easily create their own fully immersive VR worlds and experiences, using NetVRk’s state of the art sandbox editor.",NTVRK
PRO227,Kaby Arena,Kaby Arena is a Free-to-Play turn-based NFT game where everyone can start playing without the need of any investment.,KABY
PRO228,SuperRare,"SuperRare is a Marchketplace to collect and trade unique, single-edition digital artworks. Each artwork is authentically created by an artist in the network, and tokenized as a crypto-collectible digital item that you can own and trade.",RARE
PRO229,Marchnotaur,Marchnotaur is a liquidity protocol for secure undercollateralized Marchgin.,TAUR
PRO230,OpenSwap,OpenSwap is an integrated DeFi Hub designed for the evolving Decemberentralized landscape.,OSWAP
PRO231,Wanaka,"Wanaka is an unique NFT blockchain based game where people can own their virtual lands and other NFT items to plant, grow and harvest to earn their crypto.",WANA
PRO232,NearPad,NearPad is a DeFi Hub for NEAR Ecosystem.,PAD
PRO233,Skyrim Finance,Skyrim Finance is a Multichain Protocol focusing on Fixed-rate and Leveraged-yield DeFi Products.,SKYRIM
PRO234,Coinspaid,CoinsPaid is an organisation providing cryptocurrency payment services and personal wallets.,CPD
PRO235,Knit Finance,Knit Finance is the next generation of DeFi protocol that aims to bridge multiple non-Ethereum chains with ERC20 in Phase 1.,KNIT
PRO236,Acala Network,"ACA is the native token of ACALA Network. The total supply of the ACA Tokens will be minted at the launch of the mainnet and stored in the ACA Reserve Pool to be distributed to ACALA Foundation, Seed Investment Partners, IPO Participants as Reward, and the rest sold to the public.",ACA
PRO237,Star Atlas,Star Atlas is a virtual gaming metaverse.,"ATLAS, POLIS"
PRO238,Only1,Only1 is the first NFT-powered social platform built on the Solana blockchain.,LIKE
PRO239,dYdX,Decemberentralized protocol for financial derivatives built on the Ethereum blockchain and 0x.,DYDX
PRO240,DeFi Warrior,Defi Warrior is a blockchain-based game genre inspired by the universe of cryptocurrencies where they will fight each other to get rewards.,FIWA
PRO241,MoonieNFT,MoonieNFT is an inNovemberative Play to Earn platform where the potential of NFTs are realized.,MNY
PRO242,Flurry,Flurry strives to improve the usability of DeFi by offering a cross chain yield aggregator that requires no Lock Up.,FLURRY
PRO243,YouClout,YouClout is a community-driven TikTok-style NFT Marchketplace.,YCT
PRO244,Phantom,Phantom is an optimized DeFi protocol for synthetic assets and their IDO issuance. It is designed to solve the above problems hindering the current DeFi industry.,PHM
PRO245,Chronicle,"Chronicle is a studio and Marchketplace digital platform built entirely for fans featuring officially licensed digital collectibles, also more commonly known as NFT's.",XNL
